payment_id,customer_id,staff_id,rental_id,amount,payment_date
31951,388,1,12891,0.99,2007-05-14 13:44:29.996577
31952,394,2,13178,4.99,2007-05-14 13:44:29.996577
31953,405,1,12792,0.99,2007-05-14 13:44:29.996577
31954,410,1,12665,2.99,2007-05-14 13:44:29.996577
31955,411,2,13246,4.99,2007-05-14 13:44:29.996577
31956,412,1,15314,0.99,2007-05-14 13:44:29.996577
31957,417,2,13261,2.99,2007-05-14 13:44:29.996577
31958,421,2,15710,0.99,2007-05-14 13:44:29.996577
31959,422,2,15441,2.99,2007-05-14 13:44:29.996577
31960,424,1,15094,0.99,2007-05-14 13:44:29.996577
31961,431,2,13587,2.99,2007-05-14 13:44:29.996577
31962,438,2,12524,0.99,2007-05-14 13:44:29.996577
31963,440,1,13106,4.99,2007-05-14 13:44:29.996577
31964,441,1,14878,4.99,2007-05-14 13:44:29.996577
31965,448,2,14734,3.98,2007-05-14 13:44:29.996577
31966,448,1,13577,0.00,2007-05-14 13:44:29.996577
31967,450,1,14172,0.99,2007-05-14 13:44:29.996577
31968,452,1,14175,4.99,2007-05-14 13:44:29.996577
31969,457,1,12645,3.98,2007-05-14 13:44:29.996577
31970,457,2,14516,0.00,2007-05-14 13:44:29.996577
31971,472,2,14928,4.99,2007-05-14 13:44:29.996577
31972,474,1,11909,0.99,2007-05-14 13:44:29.996577
31973,476,1,13941,0.99,2007-05-14 13:44:29.996577
31974,479,1,12101,0.99,2007-05-14 13:44:29.996577
31975,493,2,14160,2.99,2007-05-14 13:44:29.996577
31976,495,2,13753,0.99,2007-05-14 13:44:29.996577
31977,496,1,13182,2.99,2007-05-14 13:44:29.996577
31978,497,1,12698,4.99,2007-05-14 13:44:29.996577
31979,505,2,15867,4.99,2007-05-14 13:44:29.996577
31980,508,1,14318,0.99,2007-05-14 13:44:29.996577
31981,512,1,12786,0.99,2007-05-14 13:44:29.996577
31982,516,1,12130,5.98,2007-05-14 13:44:29.996577
31983,516,1,12915,0.00,2007-05-14 13:44:29.996577
31984,521,2,11672,4.99,2007-05-14 13:44:29.996577
31985,525,1,14954,2.99,2007-05-14 13:44:29.996577
31986,527,1,14267,2.99,2007-05-14 13:44:29.996577
31987,530,1,13561,2.99,2007-05-14 13:44:29.996577
31988,532,1,14616,0.99,2007-05-14 13:44:29.996577
31989,533,2,14018,2.99,2007-05-14 13:44:29.996577
31990,534,1,14526,2.99,2007-05-14 13:44:29.996577
31991,537,1,13419,4.99,2007-05-14 13:44:29.996577
31992,548,1,13584,0.99,2007-05-14 13:44:29.996577
31993,550,2,11757,2.99,2007-05-14 13:44:29.996577
31994,557,1,14278,4.99,2007-05-14 13:44:29.996577
31995,560,2,12116,5.98,2007-05-14 13:44:29.996577
31996,560,2,14425,0.00,2007-05-14 13:44:29.996577
31997,561,1,14415,0.99,2007-05-14 13:44:29.996577
31998,568,2,14531,2.99,2007-05-14 13:44:29.996577
31999,570,1,12716,0.99,2007-05-14 13:44:29.996577
32000,576,2,11942,5.98,2007-05-14 13:44:29.996577
32001,576,1,13464,0.00,2007-05-14 13:44:29.996577
32002,579,2,15794,0.99,2007-05-14 13:44:29.996577
32003,582,2,12127,2.99,2007-05-14 13:44:29.996577
32004,585,2,14604,4.99,2007-05-14 13:44:29.996577
32005,587,1,12144,0.99,2007-05-14 13:44:29.996577
32006,590,2,15458,2.99,2007-05-14 13:44:29.996577
32007,592,2,14606,0.99,2007-05-14 13:44:29.996577
32008,596,1,15423,0.99,2007-05-14 13:44:29.996577
32009,597,1,11652,4.99,2007-05-14 13:44:29.996577
32010,5,2,13209,0.99,2007-05-14 13:44:29.996577
32011,9,1,15813,4.99,2007-05-14 13:44:29.996577
32012,11,1,11646,0.99,2007-05-14 13:44:29.996577
32013,14,1,13780,4.99,2007-05-14 13:44:29.996577
32014,15,1,13798,3.98,2007-05-14 13:44:29.996577
32015,15,2,13968,0.00,2007-05-14 13:44:29.996577
32016,21,1,14933,2.99,2007-05-14 13:44:29.996577
32017,22,1,12222,4.99,2007-05-14 13:44:29.996577
32018,23,2,15532,2.99,2007-05-14 13:44:29.996577
32019,28,2,12938,2.99,2007-05-14 13:44:29.996577
32020,29,2,15577,0.99,2007-05-14 13:44:29.996577
32021,33,1,12277,0.99,2007-05-14 13:44:29.996577
32022,41,1,15875,2.99,2007-05-14 13:44:29.996577
32023,42,1,13351,5.98,2007-05-14 13:44:29.996577
32024,42,1,15407,0.00,2007-05-14 13:44:29.996577
32025,43,2,15644,3.98,2007-05-14 13:44:29.996577
32026,43,1,15745,0.00,2007-05-14 13:44:29.996577
32027,44,2,13428,4.99,2007-05-14 13:44:29.996577
32028,52,1,12001,4.99,2007-05-14 13:44:29.996577
32029,53,2,11657,7.98,2007-05-14 13:44:29.996577
32030,53,1,14137,0.00,2007-05-14 13:44:29.996577
32031,56,2,15714,4.99,2007-05-14 13:44:29.996577
32032,58,2,15326,0.99,2007-05-14 13:44:29.996577
32033,60,2,12489,9.98,2007-05-14 13:44:29.996577
32034,60,2,14741,0.00,2007-05-14 13:44:29.996577
32035,64,2,13333,4.99,2007-05-14 13:44:29.996577
32036,69,2,11995,0.99,2007-05-14 13:44:29.996577
32037,73,2,13108,2.99,2007-05-14 13:44:29.996577
32038,75,2,13534,8.97,2007-05-14 13:44:29.996577
32039,75,1,14488,0.00,2007-05-14 13:44:29.996577
32040,75,2,15191,0.00,2007-05-14 13:44:29.996577
32041,80,2,12457,2.99,2007-05-14 13:44:29.996577
32042,83,2,11563,4.99,2007-05-14 13:44:29.996577
32043,87,2,12719,4.99,2007-05-14 13:44:29.996577
32044,91,1,12902,4.99,2007-05-14 13:44:29.996577
32045,94,1,15371,4.99,2007-05-14 13:44:29.996577
32046,99,1,11593,0.99,2007-05-14 13:44:29.996577
32047,100,2,15021,0.99,2007-05-14 13:44:29.996577
32048,101,2,12141,0.99,2007-05-14 13:44:29.996577
32049,107,1,13079,1.98,2007-05-14 13:44:29.996577
32050,107,1,15497,0.00,2007-05-14 13:44:29.996577
32051,108,1,15294,4.99,2007-05-14 13:44:29.996577
32052,111,2,15542,2.99,2007-05-14 13:44:29.996577
32053,114,2,12506,4.99,2007-05-14 13:44:29.996577
32054,115,2,13056,2.99,2007-05-14 13:44:29.996577
32055,120,1,15780,4.99,2007-05-14 13:44:29.996577
32056,135,1,13390,0.99,2007-05-14 13:44:29.996577
32057,142,1,15454,0.99,2007-05-14 13:44:29.996577
32058,152,2,11848,4.99,2007-05-14 13:44:29.996577
32059,155,2,11496,7.98,2007-05-14 13:44:29.996577
32060,155,1,12352,0.00,2007-05-14 13:44:29.996577
32061,162,1,14220,0.99,2007-05-14 13:44:29.996577
32062,163,2,11754,7.98,2007-05-14 13:44:29.996577
32063,163,1,15282,0.00,2007-05-14 13:44:29.996577
32064,168,1,15894,0.99,2007-05-14 13:44:29.996577
32065,175,2,14060,3.98,2007-05-14 13:44:29.996577
32066,175,2,13161,0.00,2007-05-14 13:44:29.996577
32067,178,1,12897,4.99,2007-05-14 13:44:29.996577
32068,180,1,12901,4.99,2007-05-14 13:44:29.996577
32069,181,2,13008,2.99,2007-05-14 13:44:29.996577
32070,186,1,14216,2.99,2007-05-14 13:44:29.996577
32071,188,1,14503,2.99,2007-05-14 13:44:29.996577
32072,190,2,15167,4.99,2007-05-14 13:44:29.996577
32073,191,1,14361,0.99,2007-05-14 13:44:29.996577
32074,192,1,11611,4.99,2007-05-14 13:44:29.996577
32075,193,2,15729,2.99,2007-05-14 13:44:29.996577
32076,199,2,13952,2.99,2007-05-14 13:44:29.996577
32077,200,2,11866,2.99,2007-05-14 13:44:29.996577
32078,208,1,13719,5.98,2007-05-14 13:44:29.996577
32079,208,1,15717,0.00,2007-05-14 13:44:29.996577
32080,211,2,12746,4.99,2007-05-14 13:44:29.996577
32081,213,2,14374,2.99,2007-05-14 13:44:29.996577
32082,214,2,15645,2.99,2007-05-14 13:44:29.996577
32083,215,2,15862,0.99,2007-05-14 13:44:29.996577
32084,216,1,12970,5.98,2007-05-14 13:44:29.996577
32085,216,1,11676,0.00,2007-05-14 13:44:29.996577
32086,219,1,11577,4.99,2007-05-14 13:44:29.996577
32087,227,2,13374,4.99,2007-05-14 13:44:29.996577
32088,228,2,12672,3.98,2007-05-14 13:44:29.996577
32089,228,1,15234,0.00,2007-05-14 13:44:29.996577
32090,229,2,13295,0.99,2007-05-14 13:44:29.996577
32091,234,1,15778,0.99,2007-05-14 13:44:29.996577
32092,236,1,12988,0.99,2007-05-14 13:44:29.996577
32093,244,2,12736,4.99,2007-05-14 13:44:29.996577
32094,245,2,12682,2.99,2007-05-14 13:44:29.996577
32095,251,1,14107,0.99,2007-05-14 13:44:29.996577
32096,252,2,13756,4.99,2007-05-14 13:44:29.996577
32097,263,1,15293,0.99,2007-05-14 13:44:29.996577
32098,264,2,14243,2.99,2007-05-14 13:44:29.996577
